1,Ive owned 3 TLs and this one is a rattling piece of junk I cant believe Acuras quality has gone in the toilet Transmission is extremely loud and engine is already ticking The TL is a great value for the money but at what cost The ride is very stiff I would hate to see what the new S rides like The rattling interior will drive you nuts I mean virtually everything in the interior rattles due to cheap plastic parts If you travel and you are in the car for many hours a day THIS IS NOT THE CAR TO BUY BEWARE
0,Just purchased my RL Build quality equal to or better than Lexus A great value with current market support SHAWD useful in all weather not just snow A smart looking car however not screaming I am here Had a 2004 TL and liked it this is much more car I hope resale is as good on this as it was on my TL Also owned a 2001 BMW 525 no comparison The BMW was more like my TL RL does seem overpriced until you drive it
1,The car is flawless One warning there is a technological curve with setting up your phone and using the navigation Lots to read Second warning not all cell phones can be used to import the cell phone address book from phone to car I had to buy a new phone that would support all the features Its minor but my relatively new Razor was not able to transfer its information This is a great value Compare it to BMW 3 series and see what you get for the money I think youll be impressed
0,I drove a BMW prior to this and loved it but I am thrilled with my Acura RL It is so smooth very responsive comfortable as it could possibly be and has every possible bell and whistle for thousands less than its Teutonic competition I chose it over Infiniti M35 because in my test it handled better and I much prefer the looks GREAT car so far
1,First let me just say that I have been a staunch fan of the BMW 3 Series for years but I have to say that they have lost me with the newest model sedan and coupe Specifically the interior is low rentugly and for  dollar35K it shouldnt be So I test drove the TL and wow what a car Granted its not quite the road handler that a 3 Series is but it is just as good or better in every other respect Build quality check Ride quality check Interior spacecomfort better Acceleration better Value much better A similarly equipped 325i would have cost me  dollar7500 more Thats some serious dough Bottom line BMW lost me but Acura found me
0,If not the best vehicle for under  dollar40K it has to be in the top five Exceptional build quality great performance just a great vehicle First time Ive had strangers compliment my vehicle Would definitely buy again
1,I have owned HondaAcura products for over 10 years so when it came time to replace my TSX the TL was the logical choice I looked at the 335i G35 and IS 350 They are all great cars but each one had a few annoying features The TL TypeS has all the performance I need with a great interior and proven Acura reliability I have had the car for 2 weeks now and I do not regret any part of my decision
0,I love this car I havent had it long but I am very impressed with how well it handles the road The RL is a solid vehicle and is equipped with just about everything for less money than its competitors
1,I cant believe how much better the 07 Type S is over my old 06 TL Handles like crazy FAST Everything is top notch I bought the best
0,This car is just an incredible vehicle very high tech but easy to figure out The stereo is awesome love the subwoofer Controls are very accessible Voice command system works great Smooth ride dont even know you are going as fast as you are yikes Gas mileage not as good as I hoped but it is all wheel drive This car has many options that you would pay 10k more for vehicle handling is incredible and steering response is nice
1,I recently traded my 06 Cadillac CTS in for the new 07 Acura TL Type S I bought the Moroccan Red car with the upgraded 18 chrome acura wheels I LOVE this color car with the chrome wheels So if youre unimpressed with the gray TypeS wheels you should check them out The car handles well has more getupandgo than my 04 GTO and has optimal styling to boot The back up camera is totally great for parking The only negative I report is that it doesnt have the smoothest ride with the low profile tires That is a mere negative compared to everything that it has to offer
0,Drove high end MBZ and Lexus for decades Bought the RL for the seat bad back and took what came with it For 20K difference Im more than pleased with the result The RL is a dream to drive and the cornering is amazing The engine has all the power I need I concur with all the positive comments seen here and have only one big squawk I HATE THE STEERING WHEEL Its not the wheel thats so bad even if it is too slippery its that its loaded with so much stuff it looks like a game controller The shift paddles are right in the way for a clean grip as are the telephone buttons which I dont use either Remove that crap and sticky up the wheel and Id give fun to drive a 10 also
1,Just picked up this 07 TLS a week ago and think its about the coolest thing going the voice activation monster motor and MPGs The onscreen shows 30 MPGs on a regular basis and I find it hard to believe Will do a little division myself to see if its true When stomping on it it can get a lot less Got some of the speedo error reported on earlier TLs and thats kind of a surprise for an Acura Lovin it
0,The Acura RL wTech Pkg is truly a dream machine Dynamically engineered superb build quality fit and finish quality materials and technically ahead of its competition The RL is the best kept secret of 07 It goes beyond the Best Bang for the Buck this well crafted automobile has exceeded my expectations in every way
1,I got the new 2007 Acura TL Type S after my 2004 had been rearended twice I loved my 2004 Wish I had kept it now vs getting this 07 Sorry Acura this might be the last Based on my 04 my mom dad and several great friends bought one too Some have already dumped their car It has no power no soul the navi is junk live traffic is delayed 30 minutes or more bad in Atlanta The windows squeal Brakes are junk Stereo is bad This car does nothing for me My 04 had soul feeling control power looks like my 20 yr loyalty will end
0,The RL is a magnificent machine and far and away the best value in its class It is cram packed with cool technology and the AWD delivers amazing handling in all kinds of weather Fit and finish are supurb This car puts a smile on my face every day on the way to work each morning and tempts me to take the long way home each night Highly recommended
1,This is my third Acura second TL  had an 04 before this and sorry to say probably my last My first two were great cars This one however has had annoying problems Most have been fixed by the dealership but there is a noise coming from the brakes they have tried to fix 4 times and cant get it to go away for more than about 2 days at a time We also have a 2008 Infiniti G35 and I am much happier with it although I like the TL better on the highway more comfort that sport I am very disappointed that they cant isolate the noise that I hear ALL THE TIME fix it already Every time I get in the car and hear the noise I shake may head and say to myself last Acura I will own
0,The RL has been everything it was made out to be Interior styling is excellent and instruments easy to see and use Exterior is sleek with the exception of the standard wheels kind of boring The upgrade they offer cost  dollar3000 and you have to go to 18 rims Only knock I have
1,On a return trip to Dallas TX from Austin our average mph was 73   and gas consumption was 32 mpg did hit 33 for a short time Cant beat that with a stick
0,I compared the BMW 5 series Mercedes Audi6 and Lexus 350 No comparison The RL has SO many more features for the money it is no comparison The RL is SOOO comfortable to drive I got the tech package being a techie myself I love the quality and ergonomics of the interior design The V6 has some punch but not like a V8 my only complaint The AWD is simply awesome The Bose 10 speaker stereo is unbelievable
1,In first 11 months car was back to the dealer for 34 business days for repairs While the car has some zip many problems have plagued this car Engine would not turn over 3x and have replaced 3 batteries due to short in Hands Free Link and took dealer 2 times to correct the problem Car alarm chip has been replaced 2x as alarm goes off randomly Trunk latch has broken 2x and replaced by the dealer Car handles well in warm weather but does not handle snow well at all Expected a better experience for the price I paid for the vehicle
0,I enjoy owning the RL It is very comfortable and easy to handle Acceleration is mild for horsepower rating It behaves as though it has turbo lag Entry is awkward seat and steering wheel take position when I get in the car rather than waiting until door is closed or car is started Standard battery capacity is low Have had to charge battery twice from sitting car with engine off trying to learnprogram the computer navigation system Fuel economy is good
1,After test driving a number of sedans I chose the TL over the Infiniti G35X The TL is roomier and has a sporty ride with tight handling I loved the growling exhaust of the G35X but my wife thought it was too noisy Oh well So far I havent experienced any rattling and cabin noise which is a common complaint Im 63 and have trouble positioning the seat and steering wheel for optimal comfort My hands and arms get sore on long trips Im clearly biased toward the Acura This is the third Acura Ive owned I traded in a 1990 Legend I hope to keep the 07 TL for many years as well
0,I drive 120 miles per day RT from Long Island to New Jersey About 45 miles is on highways with traffic with about half during high traffic rush hour Average speed about 40 mph Gas mileage typically 2223 mpg On longer non traffic trips 26 mpg Never got less than 19 mpg Car has 12000 miles no defects or repairs Very comfortable all the power you need handles well nothing to really complain about
1,With 12000 miles on the TL Good points  the car runs better now  improvements in both gas mileage 31 MPG straight highway trip and a smoother shifting transmission too much shift shock before Bad points  the car developed various squeaks and rattles over the last 11 months  glovebox center speaker driver vent instrument cluster etc  most of them now fixed The colder weather has brought an annoying drivers door   and window rattle The interior headliner roof was replaced twice due to its two layers separating Also knowing the Acura service department employees on a first name basis is getting old I prefer just oil change visits like with my previous 2 Acuras
0,Quality perfect never back to dealer for anything except for free car washes I owned Porsche and BMW quality can not compare  great value and better overall perfomance
1,10000 miles into my silver TL TypeS with 6 speed manual and I figure I would give you all a followup First the bad rattles in the door and steering column Tsk tsk in a near 40grand sports sedan Interior materials scratch real easily and dashboard is starting to lose its color really quickly from dark gray to milky gray Torquesteer is getting old now The good this thing should be called a musclesedan instead of a sports sedan because thats the demeanor it has Big mean looking mean sounding and fast Handling is second only to BMW Interior is very comfortable and very spacious
0,Truly have fallen in love with this car because of its intelligence The german offerings do not have the creature sensitivity the Japanese can create The driving experience includes more than just speed or performance Integrated with its performance is driver comfort and assistance If you appreciate deep intelligence in designget this car and you wont want to ride in any other car when you go places
1,My only complaint is interior rattles Cant figure out where theyre coming from or how to make them stop Not that theyre constant mostly on the rougher roads but still unnerving Other than that love the car If you drive it hard your tank will be empty in no time but that is to be expected with this much power
0,I really love my Acura TLType S The fit and finish of this car is really nice Every time I walk out and get into the car I look forward to turning the ignition key It drives very well on the open road and the freeway We took a 6K trip this summer and the car turned out to really be a great touring sedan I think it is the best looking car on the road on the outside I find the seats comfortable Braking is superb Overall I think it is one of the best designs ever If you can pick up a used one what a great value it will be
1,Loved the car until the power steering pump had to be replaced after only 3 days Car made loud rattling noise and had to be taken for service for the problem Very disappointed and would not buy the car again
0,I cross shopped all the others in this class Lexus Infiniti even BMW and Mercedes I couldnt get anywhere close to the options for the money This car comes loaded for less The build quality is great the engineering in this vehicle is superb They thought of everything Every surface has a pleasant texture the switches and knobs operate perfectly with weighted balance The Navi is a must it transforms the experience in the car Others just have a moving map of sorts this becomes the control center for the car Audio climate everything You can use conventional buttons touch screen or voice commands Handles and drives well for a larger car Very sharp design inside and out
1,I traded in my 05 TL 5AT for 07 TypeS and I absolutely love it I test drove the IS 350 but I didnt like the riding quality space was too small and also it didnt have option for manual transmission TypeS was exactly what I want it I was going about 40 mph and upshifted to 6th gear to see if this car could handle a stiff hill without stalling and it did It accelerated and gained more rpms as it was reaching to the top With  dollar4000 more than base TL you get all the options NAVI brembo breaks 35L engine sport tuned suspension etc
0,This has been the best car overall that I have driven It looks good is screaming fast faster than similar Lexus BMW and Infiniti Ive driven BMW 330xi was a close second to purchase but a little plain on the interior and definitely overpriced No problem with rattles except center speaker and only on extremely rough roads read eastern Washingtons I90 The sound of exhaust sealed deal for me Sweet music to the ears I often turn off the amazing DVDA surround just to listen to the car Beautiful I have yet to find a smoother V6 Great looks Solid build Well thought out No problems at all Brakes are fantastic Kids get creamy leather dirty but cleans up nicely
1,To start off I owned a 2003 Type S as well I drove the car to 100000 miles with only 1 problem a broken axle I loved the car but sold due to the higher mileage and purchased a 2003 Audi A4 6cyl 30 engine I never liked it and kept only 5 months I test drove the G35x IS 350 BMW 3 series and FX35 Infiniti and chose the Type S again This car is very fast and fun to drive The handling is great but the ride is just OK but I guess if you dont want that type of ride buy the regular TL still happy Really no complaints but I do only get about 19 MPG I guess thats not too bad considering how impossible it is to not drive like a complete maniac
0,40k miles and no problems except for battery dying but Acura replaced it free This car runs as well as it did when it was brand new Im reading a lot of posts complaining about squeaksrattles but on mine its minimal Since buying this car I did drive a friends G35 which definitely has better acceleration off the line However the interior trim and lower cost of the TL still makes it the right choice in my book One negative think I agree with is the ipod connector I honestly didnt even know it existed until reading these posts because its in such obscure location
1,1500 miles and only one problem Rear deck was vibrating from the subwoofer They took out the back seat and sprayed some foam back there Problem solved I researched for seven months prior to purchasing The Acura TLS blows the doors off anything out there in its class BMW Audi Infiniti etc The technology in it is amazing and not a la carte like all the other MFGs out there Gas mileage is a bit disappointing  I am avg around 20 MPG But blazing acceleration 286 HP baby Car is a real headturner Quad exhaust really sets it apart with the deep exhaust tone People stop me all the time to check it out Not many on the road which is a plus
0,Oh our beloved TL Your misgivings are few but substantial Weve owned the car for 28mos24k now Designed and destined for success in a North AmericaOnly market I feel its a moderate success Unlike some competitors the cup holders really work The seats and driving position are magnificent for those of larger proportions The stereo is phenomenal Fuel economy is above average the value equation is substantial The shortfalls however drive us insane The 45series tires seem to have temper tantrums with the suspension tuning The steering is incredibly vague and twitchy offcenter The transmission is clunky and crude Lowend power is absent Wouldnt buy another
1,I have had this vehicle for about a week now It came w the technology package The ride is rather sporty and bumpy a bit comparing it to my wifes Lexus ES 300 but enjoyable In the looks department it gets 2 thumbs up and since I havent yet broken it in I can talk about performance just yet Everything is voice controlled which makes a great conversation piece but voice control and command is too buggy With the windows up no fan running and no one else in the car I can not get the bluetooth to record the numbers correctly I have tried over and over and it seems as for certain numbers time after time throws some extra digits in
0,For a luxury car the TL performs well but is underpowered compared to others in the same class like the Infiniti G35 and the BMW 3 series The suspension and handling is impressive at the expense of a smooth ride and a very poor turning radius The 07 automatic transmission is less responsive than what I would expect from a luxury car Trim and paint quality is no better than the paint used on Honda cars while paint on the Infiniti is better Road noise and rattles are the biggest issues with this model and Acura and Honda in general There are known rattles in the 2007 TL many coming from the window sills front and back Most do not happen all the time thus hard to trouble shoot
1,When I first bought the Acura I loved it except for a minor vibration in the steering wheel I brought it in a while later and the dealership fixed something else They messed with the brakes The wheel vibration is now worse and I have vibration in the brakes now as a result I have been told that this is a problem with the TSXs and cant be fixed I guess Im stuck with it The car does drive very nicely on the highway though
0,I love my Acura but been having things go wrong Navigation has been replaced once already and now is still freezing up Dealer says not sure what problem is A lot of rattles inside cabin Engine panels are being scratched by hood along with the strut hood support Plastic caps on door and door panels rattle loose plastic covering comes off on door pockets Front grill piece of Acura logo starting to rust Why did they put a tape cassette player in it Plugging in iPOD cable a joke and hard to operate when wire is snaked through arm rest Why put heated seat buttons near cup holder Coin collector keeper comes loose all the time when arm rest lifts up
1,This is the 2nd new acura Ive owned I had my previous acura for 9 years Ive had this 06 TSX for 13 months and it is a disappointent compared with my first Performance looks and features are good The issues are with the multitude of rattles and squeaks that developed within 6 months in the interior and the ineffectual wiper system on the driver side which the dealer cant seem to address fluid dribbles onto the windshield and wipers  new and old  only smudge and smear they do not clear very well at all These quality issues are surprising The visual and auditory annoyances distract greatly from the driving experience
0,I purchased an 07 TL after owning 2 accords Notable step up Fit and finish is superb Comfort is fine for a 6 footer Performance is generally very good Low speed torque  gearing can sometimes be annoying Brakes are as smooth and quiet as any Ive experienced It does not handle like a race car but it is not a race car For its purpose and market handling is fun and responsive Mechanics and reliability after 22000 miles is perfect I do not share other writers experiences with rattles This car is well insulated Not the first rattle in my experience BTW the sound system is great but I do agree that the ipod jack is poorly located
1,I bought an arctic blue 07 TSX last weekend This car was not on my radar at all I was sold on either 328i or IS 350 But when I looked at all the features that are standard plus honda ivtec engine couldnt pass this up and I am glad The seats are firm and supportive The engine is sweet after 3000 rpm Not bad to drive in automatic I am a manual tranny lifer The gadgets are great Although the stereo system sounds little bit artificial its not bad My wife loves it even though I am driving it to break it in I guess that breakin is going to be at least a year
0,This car is amazing especially considering the price We looked at the IS 350 and the G35S The TL Type S has more bang for the buck It comes fully loaded with touches like a back up camera Weve had our TL for 3 weeks and have put 1000 miles on it The fuel mileage did improve after the break in period and is now averaging 22 mpg This car is not only fast but very entertaining If youre a techno geek this car is for you It has so many features it comes with 3 manuals Im still learning the Nav system Steering wheel controls for climate radio blue tooth phone and voiceactivated Nav are great and add to safety I find myself using two hands on the wheel more
1,This is an excellent car I bought a store demo to save a few bucks Its the right size with a sportyluxury ride very well equipped moves well and gas mileage that wont make you mad buying premium The nav system is great but I didnt need it and wasnt paying another 2k for the novelty
0,If you believe an ultimate driving experience is more than just rubber on the road then the TL Type S is sure to please My daily commute is approximately 95 percent freeway in Northeast Ohio I dont slalom or corner hard so the rear wheel drive experience is lost on me The TL does exhibit torque steer but that is really only noticeable when using the Manual Mode and accelerating hard I was surprised to experience torque steer shifting into 2nd but with 286 HP I should have guessed This car is a dream to drive and the interior design technofeatures and build quality far outdelivers the BMW
1,This car is a legend Dont waste your time investigating other sedans It has got everything you need in a mid size sedan I have been driving this for the last 6 months Apart from low mileage I am getting 21mg I have no complaints Moreover the navigation system is best in class Perfect buy
0,So I picked up my Type S about 12 hours before writing this review boy it is one thing of beauty I got the Blackhawk with the taupe interior a thing of beauty the paddle shifters are way better than shifting manually and they are very precise I went from a 2005 Nissan 350z to this sweet ride and it was well worth it I am getting used to the luxury of having a backup camera and the navigation is a joy Even though I live in New York City I dont plan on getting lost much any longer Well overall I give it a 999 out of 10 Hope this helps ps go for the 2 tone interior it looks cool too
1,Im constantly having to fool with power window controls So sensitive it either goes all the way down or all the way up hard to get it right where you want it Arm rest design is poor and blocks access to cup holders and hand break Eats oil like there is no tomorrow Performance is great Nearest dealer 1 hour away which is a drag
0,I compared the Type S with 6 speed manual to BMW 335 and Audi A4 The TL is much more roomy inside especially the rear seat footlegroom TL more like BMW 5 series for interior room I bought red exterior with lighter interior  was gonna get black interior but decided too dark TL has highest crash test safety ratings highest Consumer Reports score for its class entry level luxury The navigation system is excellent and easy to use The clutch is perfect and the shifter snicksnickety smooth  real nice The motor sounds awesome  like a turbo almost and car is fast Car is a real pleasure to drive Audio system is excellent Good value
1,Bought my first preowned Audi after owning Lexus ISlooking for better mileage Brakes squeak at low speeds  had them cleaned to remove carbon build up but week later same problem Havent called the dealer back  anyone else have this problem
0,Ive had mine for about three weeks now and had an accident on the passenger side The airbags worked perfectly Only the ones that should have deployed actually did The other car hit me fairly hard and the doors protected the passenger side appropriately VERY FUN TO DRIVE Reminds me very much of the older BMW 540 lots of torque and tons of horsepower The only real difference I can see is that its made better has more features and costs an awful lot less Its also a lot better looking than the new Bangle bimmers The technology in this car is unsurpassed Maybe a  dollar90K Mercedes has it beat but I didnt pay  dollar90k did I 
1,I have to take my car in every 1500 to 2000 miles to have oil put in because the car is burning the oil so fast This is my 3rd Audi and I purchased this one under the assumption it would be like my others oil change every 10000 miles I was wrong The dealership keeps telling me this is normal and I dont believe them Ive contacted a lawyer because I want my car fixed before it goes out of warranty and find myself needing to replace a  dollar10000 engine
0,The car is incredibly fun to drive Engine is so sweet transmission precise awesome seats technology galore the redwhite instrument panel is truly a thing of beauty like a jet cockpit I had to replace two rear defective struts and fix a rattle in the back but other than that I just love to drive this car I looked at G35 and IS 350 and this one was the best especially in rear leg room And has the best combination of options for less money I drive my Type S just to drive it sometimes drive around town just for the enjoyment And I love how it looks and all interior features Nice NICE car
1,Several issues with the vehicle 1 Engine Noise  the car sounds like a diesel Not Quiet it will bother you Dealer says that is the injectors 2 Brand new Car that burns oil according to Audi corp the engineering tolerances allow for a quart to be burned every 1200 miles  All I can say is WOW This is a serious problem that will cause engine failure in the Future 3 The HID Lights vibrate Taken in on several occasions there is an NTSB release on this safety issue AUdi wont do anything about it till someone dies 4 Poor Value Poor Resale Value 5 TURBO LAG     Turbo Lag Step on the Gas Pedal and count 2 missisippi God forbid you need to quickly accela
0,I recently traded my 01 BMW X5 44 sport package in for the new Acura TL TypeS I love the TypeS performance and all the toys are in
1,Great engine handling and transmission Unfortunately the suspension is so hard it transmits every bump and crevice from the road right to the steering wheel and cabin Makes for a nervous ride Truly unfortunate I feel like I need to see the chiropractor after every drive
0,Traded in my BMW X5 44i for the 07 Acura TL It was a wise decision The TL has a totally comfortable and smooth ride I love the bluetooth oh did I mention the better gas mileage I am sure they will be changing the body style within the next 2yrs I will probably tradeup then
1,Great car for driving around town Convertable is really fun and in the winter quattro really gets you through One issue I have is that on a long trip the drivers seat becomes very uncomfortable to the point of painful I have had the pad replaced but it didnt help I use a towel on the seat for long trips Additionally the german car makers need to upgrade their Nav system Toyota and Acura systems win by a mile
0,I tend to keep vehicles for 10 years and previously owned a 1998 Honda Accord 4cyl which I had clocked 190K miles and was looking to upgrade After looking at the 2007 Accord 6cyl I was attracted to the body style and features of the Acura TL The negotiated price was close to that of the Honda fully loaded Since I adore the reliability of the Honda engine and drive train I decided to give the Acura a closer look I am not disappointed The car is quiet gets great gas mileage I average 3032 on the highway and has power to spare when needed The inside is comfortable the ride solid but not too stiff I love it Turning radius   and high octane gas are the only negatives its worth it
1,I purchased a new A4 Quattro On the way home the ESP light would intermittently stay on the dynamic headlight warning light came on and stayed on The cruise control did not work the next morning I pulled out of the garage and began driving to work the same thing happened and got worse the turn signals would not work as well very poor car I have immediate glitches hassles embarassment pulled up at starbucks with coworker in car and had to open the door to get the order and this is all on the original tank of gas
0,Being a California driver our freeways often have slow pokes and indy drivers mixed in the fray I can not tell you how much confidence this car gives me to pull into another lane and pull away from somebody running up my rear camera I have had the porsches bmrs and mbz This car is a kick in the pants awesome sound system and good looks to boot
1,Bought my first German made car Almost bought a ford fusion but when I really sat down and saw the better engineering beefier parts and the technology on this vehicle the difference easily went away from the v6 opponent All I can say is I got 36 mpg at 65 mph 32 driving slow 45 mph in stop and go traffic around town Vehicle kicks with the cvt which you can make drive like a regular transmission but that burns more fuel and well you dont need it
0,A great car indeed for the money Performance is very good and overall a great car to drive
1,I shopped all the brands in this price point thought the BMW was too small and cramped thought the Lexus was just too boring and the MB a little too old I like the ride handling mpg price and stereo in this car The price came in under all the competition and the complementary maintenance was very nice However I have not been able to enjoy it since out of the first 39 days of ownership its been in the shop for 23 days I dont know if I got a lemon or this is indicative of Audi quality Either way I do not recommend this car and I wont be buying from Audi again for a long long time
0,My last two cars were 2005 Mazda 6V6 and a 1997 Nissan Maxima I love the voice command navigation voice and bluetoothcell phone I wish I would have just purchased this car before any other I would have saved time and energy
1,Couldnt help but notice the earlier review about a new engine failure I brought my 2007 32 Cabriolet in for its 5000 mile service and when a new engine noise appeared immediately thereafter on the passenger side Audi replaced the engine seemingly knowing what the problem was right away One of the cylinders had an obvious machining defect that the service department kindly showed me Audi should not saddle the consumer with this enormous market devaluation when an obvious quality control issue like this arises If youre buying an Audi like I did thinking I was smarter than all the other people who have nightmare stories to tell perhaps think again
0,From the test drive to the drive home to the drive way this is the most exciting car in this price range Ive ever driven My drive to work is 30 min and its not long enough for me to enjoy my new TL Sometimes I find myself driving the scenic route to work All I can say is this is a true drivers car  drive it youll love it
1,Since September of 06 this car has been returned to the dealer for a total of approximately 6 weeks to try to fix a serious mechanical problem  namely extremely hard starting in cold weather Based on Audis suggestions a number of the cars components including the coils and exhaust valves have been replaced but the problem has been neither identified or fixed The car has currently been at the dealer for almost 4 weeks with no progress
0,I traded in my Accord and S2000 for a car that combines the best elements from each car into one It has power quickness great handling great brakes great looks and more features than any other car I am hooked for a long time with Acura now and will never turn back I hope to see the SHAWD in 09 and will trade up to that Also I hear that even more power is coming
1,My new 2007 A4 already been the shop 3 times Need a new engine  2200 miles Very unreliable machine Very unhappy customer Would not buy Audi again Idle rough at morning start Dealer said it is normal for all 20T
0,This is my first brand new car amazed with the handling music system and Nav Excellent value for money Best in its class
1,My second A4 Avant and it is better than my 2003 was Faster better handling great looking both inside and out Better mileage and bang for your buck than any Benz or BMW out there For  dollar40k with most of the upgrades this baby rocks Black and beige is a babe magnet
0,The interior is fantastic and is open enough to accommodate many body types   and sizes Its more of a luxury sedan then a performance sedan The TL TypeS is basically the same as the TL except it adds a bigger engine with some added HP but its still attached to a FWD vehicle good for those who like the extra power The interior design fit and finish is excellent the exterior is getting to be a bit outdated but its still noticeable on the road Comes with Honda reliability and its fun to drive factor is high for a car thats not really designed to be fun to drive Fuel economy is on par for a sedan
1,I havent owned this vehicle long enough purchased 12007 to give a complete review I was pleasantly surprised at the power and response from such a small engine I find myself wondering why everyone else is driving so slow on the highway At slower speeds and around corners the handling is very quick with very little leanThe manual shifting with the 2T package takes some getting used to and frankly some practice The suspension is somewhat stiff but I think youd have to agree that it is race oriented The interior is comfortable and no nonsense Everything is there and nicely organized around the driver I personally liked the gauge positioning and control positioning
0,I traded my 06 BMW 530i for the TL TypeS My BMW had less horsepower and less torque and cost 15k more money Honestly I have more fun driving the TL TypeS
1,When I bought my 18T AWD dealer insisted it would last over 100k with no problem As soon as mine went off the warranty it several major failures headlight switch common in all Audis tensioner gasket huge oil leak demanding entire engine disassembly instrument panel dead horizontal lines and 2 secondary air pump failures Not to mention the quarterly visits to the dealer while the car was still before 30k to fix check engine light leaking hoses This is my last German car Driving it was lots of fun but I cant deal with thousands of dollars in repairs and repeat visits to the  dollar120anhour labor dealer Buy at your own risk  and read the forums before you do
0,In my opinion this car beats the G35 and IS 350 hands down Everything is standard and you get the honda quality plus lowest TCO in its class Ive read people complaining about its fuel economy but thats bogus I get 23 mpg average between city and hwy and I have fun with this car If you want 30 mpg then be willing to settle for less than 286 hp and slow down your driving For the power this engine pumps out and the size of the vehicle it gets great fuel economy
1,Took delivery Jan 28 07 Car was delivered spiffy clean and sparkling So far no serious defects of any kind  rather amazing in a complex machine Only a few minor complaints front cupholders could use redesign  one is under the armrest which needs to be lifted to use cupholder Windshield wiper moisture sensors work but not precisely enough  you need to help them along sometimes Occasionally there is a very slight hesitation when starting up from idle  seems to have lessened as time goes by  maybe I am getting used to it Very slight rattle in glove box door needs adjustment Thats IT This is a serious car  took fanatical attention to detail to build Fun to drive
0,I love the Ack I turned in a 2004 TL lease and got a new one I am hooked It is a sedan and sports car all in one Much roomier than the TSX with finer quality interior and engine I have no complaints about this car and plan on getting another one when my this lease is over
